# LAMMPS data file written by OVITO Basic 3.10.6

13272 atoms
4 atom types

-100.0 220.0 xlo xhi
-100.0 220.0 ylo yhi
-20.0 200.0 zlo zhi

Masses

1 1.008  # HT
2 15.999  # OT
3 1.0  # surface
4 1.0  # pillars

Atoms  # atomic

1 2 51.18688 61.031476 86.144493
2 1 50.813105 60.873085 87.011337
3 1 51.342932 61.975536 86.119274
4 2 48.34742 53.792078 87.436592
5 1 49.129604 53.827234 86.885963
6 1 47.973331 54.671236 87.37851
7 2 51.769384 43.036774 90.57058
8 1 51.837297 43.775482 91.175545
9 1 51.051941 43.27327 89.982666
10 2 43.276535 53.717667 87.570492
11 1 43.106601 53.523315 88.492245
12 1 42.574172 53.271204 87.097656
13 2 48.808764 43.689373 85.54525
14 1 49.753033 43.533215 85.532768
15 1 48.70726 44.507591 86.031605
16 2 40.485592 47.276489 86.461124
17 1 39.79056 47.129227 87.102543
18 1 41.289772 47.299992 86.979774
19 2 42.715144 60.24378 87.407368
20 1 42.215009 59.512712 87.770119
21 1 42.416976 61.007297 87.90168
22 2 48.818905 51.820299 89.780857
23 1 48.401398 52.149179 90.576927
24 1 49.444099 51.165123 90.090881
25 2 48.757336 46.254894 85.805405
26 1 48.012695 46.741409 86.159111
27 1 49.5208 46.636055 86.239029
28 2 54.341459 43.29594 89.124146
29 1 55.254736 43.028763 89.020409
30 1 54.095293 42.977283 89.992546
31 2 54.182859 58.619404 88.743977
32 1 54.850853 58.985847 88.164543
33 1 53.606596 59.357388 88.942825
34 2 44.850992 47.802261 86.802452
35 1 44.424592 46.952164 86.91082
36 1 44.16818 48.36927 86.443962
37 2 53.419187 50.741405 87.356358
38 1 53.964512 51.077168 88.067768
39 1 52.55812 50.612808 87.754105
40 2 47.478085 50.586498 85.792038
41 1 48.113577 50.324158 86.458004
42 1 46.626064 50.403511 86.188019
43 2 54.823135 41.223896 85.254829
44 1 55.049179 41.995628 85.774101
45 1 55.568712 40.633801 85.364914
46 2 55.254269 56.7889 89.937168
